log2FoldChange	locus_tag	geneID	product	Operon	max_L2FC_per_operon	L2FC_SQvsLac	L2FC_SQvsLac_AbsDiff	L2FC_NissleVsK12	L2FC_NissleVsK12_AbsDiff	KEGG_PATHWAY	Function_COG	predicted_function2	identity_sq	product_otherSQ	protein_id_otherSQ	org_name_otherSQ	baseMean	lfcSE	stat	pvalue	padj	locus_tag_k12	identity_mmseqs2_nt	midpoint	COGgene	PosLeft	postRight	Strand	INTERPRO	UP_KW_BIOLOGICAL_PROCESS	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	PUBMED_ID	GENERIF_SUMMARY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	Category_COG
1.27197131486842	K8943_RS16180	fimE	type 1 fimbria switch DNA invertase FimE	1646.0	1.27197131486842	specific		specific			[L] Site-specific recombinase XerD   						34.0682755508117	0.436838055290686	2.91176855922501	0.0035938881415208	0.0158635788910231	b4313	0.998	3404549.0	COG4974	3404251	3404847	+	IPR002104:Integrase, catalytic,IPR011010:DNA breaking-rejoining enzyme, catalytic core,IPR013762:Integrase-like, catalytic core,	KW-0229~DNA integration,KW-0233~DNA recombination,KW-0804~Transcription,KW-0805~Transcription regulation,KW-1029~Fimbrium biogenesis,			1348054,1362708,1679429,1679430,1686292,2571915,2863818,2874022,2886490,2888114,7510658,7610040,7715458,7814281,7916011,8093239,8101185,8104927,8121417,8878036,9157242,9278503,9515701,9595659,9922259,10096084,10594822,10620686,10648536,10792731,11703669,11854225,11881836,12180928,12890032,16159759,16207912,16321930,16397293,16534780,16672475,16738553,16988236,17028033,17644608,17941710,18034794,18048927,18851337,19074392,19325559,	16321930:findings show that transcription termination of fimE is Rho dependent and is suppressed in a rho mutant or by bicyclomycin treatment when fimE mRNA is expressed by the fimE gene, either from a recombinant plasmid or in its native chromosomal location,17644608:By controlling transcription and ratio of fimB and fimE, RcsB regulates type 1 piliation.,18034794:FimB inverts the switch in the ON-to-OFF and OFF-to-ON directions with similar efficiencies, whereas FimE inverts it predominantly in the ON-to-OFF direction.,18048927:The data support a model in which the FimB and FimE recombinases differ in loading order and co-operative interactions. PapB exploits this difference and FimE becomes susceptible when its normal loading is restricted or changed.,	GO:0006310~DNA recombination,GO:0015074~DNA integration,		GO:0003677~DNA binding,	Replication, recombination and repair [L]
0.997274010926085	K8943_RS12010	secB	protein-export chaperone SecB	1218.0	1.28513909696811	specific		specific		eco02024:Quorum sensing,eco03060:Protein export,eco03070:Bacterial secretion system,	[U] Preprotein translocase subunit SecB  						227.263164684527	0.212090274408095	4.70212042352859	2.57473563542303e-06	2.01448200144901e-05	b3609	0.98	2526688.0	COG1952	2526454	2526921	-	IPR003708:Bacterial protein export chaperone SecB,	KW-0653~Protein transport,KW-0811~Translocation,KW-0813~Transport,		KW-0143~Chaperone,	1628824,1631545,1644748,1671351,1673017,2170023,2254262,2281528,2531087,2548733,2644258,2649892,2656409,2664780,2824434,2834066,2841285,2848249,3056926,3891730,6403503,7479740,7549876,7559415,7896722,8041620,8175698,8226642,8320219,8520492,8868485,8955279,9278503,9321390,9369228,9393454,9515905,9534181,9605324,9767586,9772175,9828004,10037778,10074084,10213615,10322000,10383453,10418149,10544036,10567394,10633062,10694404,10694412,10807917,10858444,10869093,10931878,11051763,11248102,11955083,12475171,12700260,12949068,14517549,14568161,14618254,14643199,15010547,15125234,15128935,15690043,15811382,15937162,16080708,16115882,16169560,16194224,16352602,16397293,16490356,16731972,16731973,16738553,16962134,17071751,17187058,17360615,17419072,18048690,18304323,18759741,18819916,18978043,19028503,19358587,19402753,19519521,19569227,19571368,20170640,20512970,21037004,25534082,	15811382:binding between the two symmetric molecules is asymmetric and that the C-terminal alpha-helices of SecB bind in the interfacial region of the SecA dimer,16352602:the primary role of SecB is to facilitate the targeting of secretory proteins to the Sec-translocase,16731972:SecB and SecA display twofold symmetry and yet the complex between the two is stabilized by contacts that are distributed asymmetrically, we identify a third distinct region of their interaction,16962134:SecB residues involved in contacts with the unfolded form of bound precursor, galactose-binding protein, are identified as those that upon addition of the unfolded polypeptide ligand show changes in spectral line shape.,17419072:structural details of SecA on lipid layers; the pore structure is altered after transferring crystals to the SecB solution, indicating that the lipid-specific SecA structure has the SecB binding activity.,18048690:effect of chaperone SecB on folding & unfolding pathways of maltose binding protein at the single-molecule level; interactions with SecB prevent stable tertiary contacts in core structure but have no detectable effect on folding of external alpha helices,18978043:Variants of SecA and of SecB that populate complexes were used to examine both the hydrolysis of ATP and the translocation of polypeptides.,19569227:SecB exhibits the remarkable ability to bind a diverse group of ligands recognizing them by virtue of the fact that they have non-native structure.,20170640:the structure of the SecB/OmpA complex was visualized by electron microscopy. The binding pattern between SecB tetramer and OmpA is asymmetric.,20512970:Demonstrated directly an interaction between the N-terminal residues 2 through 11 of SecA and the C-terminal 13 residues of SecB by isothermal titration calorimetry and analytical sedimentation velocity centrifugation.,25534082:The model of interactions presented suggests a way that binding between SecA and SecB might decrease the affinity of precursor polypeptides for SecB and facilitate the transfer to SecA.,2644258:N-terminus verified by Edman degradation on mature peptide,	GO:0006457~protein folding,GO:0006605~protein targeting,GO:0008104~protein localization,GO:0015031~protein transport,GO:0036506~maintenance of unfolded protein,GO:0043952~protein transport by the Sec complex,GO:0051179~localization,GO:0051262~protein tetramerization,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0005515~protein binding,GO:0051082~unfolded protein binding,GO:0070678~preprotein binding,	Intracellular trafficking, secretion, and vesicular transport [U]
0.72677693595111	K8943_RS12020	yibN	rhodanese-like domain-containing protein	1218.0	1.28513909696811	specific		specific			[P] Rhodanese-related sulfurtransferase    						78.4986613381985	0.294426046590178	2.46845326481164	0.0135698370456809	0.0499249504223537	b3611	0.988	2527592.0	COG0607	2527377	2527808	-	IPR001763:Rhodanese-like domain,				8041620,9278503,11574054,16397293,16738553,17309111,18304323,27510400,			GO:0005829~cytosol,GO:0005886~plasma membrane,		Inorganic ion transport and metabolism [P]
1.28513909696811	K8943_RS12005	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	1218.0	1.28513909696811	specific		specific		eco00564:Glycerophospholipid metabolism,eco01110:Biosynthesis of secondary metabolites,	[C] Glycerol-3-phosphate dehydrogenase    						194.781229649588	0.244970108785691	5.24610575281413	1.55347754224318e-07	1.36811089831368e-06	b3608	0.974	2525944.0	COG0240	2525435	2526454	-	IPR006109:Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal,IPR006168:Glycerol-3-phosphate dehydrogenase, NAD-dependent,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR011128:Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal,IPR013328:Dehydrogenase, multihelical,	KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,KW-0594~Phospholipid biosynthesis,KW-1208~Phospholipid metabolism,	KW-0520~NAD,	KW-0560~Oxidoreductase,	28326,240817,355254,368067,825019,4389388,4591941,4597451,4914567,6985897,7860611,8041620,8587504,8885403,9278503,9426138,15808744,16397293,16738553,16738554,18296637,18304323,21873635,24561554,	18296637:determined the structures of GlpD complexed with substrate analogues phosphoenolpyruvate, glyceric acid 2-phosphate, glyceraldehyde-3-phosphate, and product, dihydroxyacetone phosphate,	GO:0005975~carbohydrate metabolic process,GO:0006072~glycerol-3-phosphate metabolic process,GO:0006629~lipid metabolic process,GO:0006650~glycerophospholipid metabolic process,GO:0008654~phospholipid biosynthetic process,GO:0046167~glycerol-3-phosphate biosynthetic process,GO:0046168~glycerol-3-phosphate catabolic process,GO:0046474~glycerophospholipid biosynthetic process,GO:0071704~organic substance metabolic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0009331~glycerol-3-phosphate dehydrogenase complex,	GO:0004367~glycerol-3-phosphate dehydrogenase [NAD+] activity,GO:0016491~oxidoreductase activity,GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,GO:0042803~protein homodimerization activity,GO:0047952~glycerol-3-phosphate dehydrogenase [NAD(P)+] activity,GO:0051287~NAD binding,	Energy production and conversion [C]
1.28699856392381	K8943_RS13360	rmuC	DNA recombination protein RmuC	1341.0	1.28699856392381	specific		specific			[S] Uncharacterized protein conserved in bacteria 						55.0619794251742	0.380313434635249	3.38404706938146	0.0007142575723257	0.003768716510419	b3832	0.968	2804632.0	COG1322	2803919	2805346	+	IPR003798:DNA recombination RmuC,	KW-0233~DNA recombination,			1379743,2674901,8057377,9278503,10886369,10982859,11544210,11574054,12368244,12627170,16011798,16397293,16606699,16738553,27510400,		GO:0006310~DNA recombination,	GO:0005886~plasma membrane,		Function unknown [S]
1.28727263708327	K8943_RS09355	sstT	serine/threonine transporter SstT	974.0	1.28727263708327	specific		specific			[E] Na+/serine symporter    						378.394081350361	0.170464143512329	7.5515742522718	4.30028259401082e-14	6.27153213510538e-13	b3089	0.963	1988930.0	COG3633	1988308	1989552	+	IPR001991:Sodium:dicarboxylate symporter,IPR023025:Serine/threonine transporter SstT,	KW-0029~Amino-acid transport,KW-0769~Symport,KW-0813~Transport,			2825778,9278503,9498571,9852024,12097162,15919996,16120447,16381841,16397293,16738553,18952787,21873635,		GO:0003333~amino acid transmembrane transport,GO:0006865~amino acid transport,GO:0015826~threonine transport,GO:0032329~serine transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0005295~neutral amino acid:sodium symporter activity,GO:0015171~amino acid transmembrane transporter activity,GO:0015175~neutral amino acid transmembrane transporter activity,GO:0015293~symporter activity,GO:0022857~transmembrane transporter activity,	Amino acid transport and metabolism [E]
1.28790048988222	K8943_RS10845	igaA	intracellular growth attenuator protein IgaA	1082.0	1.28790048988222	specific		opposite	2.196409389646168								106.313897644813	0.274426982825459	4.69305341851663	2.69157171579584e-06	2.08353937914896e-05	b3398	0.977	2262196.0		2261129	2263264	+	IPR010771:Intracellular growth attenuator IgaA,				9278503,9723914,10383966,11567017,15387821,15919996,16120447,16397293,16738553,16738554,18451046,32716926,36706155,	32716926:IgaA negatively regulates the Rcs Phosphorelay via contact with the RcsD Phosphotransfer Protein.,36706155:Conformational rearrangements in the sensory RcsF/OMP complex mediate signal transduction across the bacterial cell envelope.,		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		
1.29617242777963	K8943_RS05685	yfeY	RpoE-regulated lipoprotein	605.0	1.29617242777963	specific		specific									35.8708901883545	0.431203499362017	3.00594134717684	0.0026476006203271	0.0120213597281606	b2432	0.975	1200708.0		1200420	1200995	-	IPR010938:Protein of unknown function DUF1131,				9278503,11574054,12876315,12900013,15174130,15968066,16336047,16397293,16738553,					
1.01511234785679	K8943_RS23590	oppF	murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF	2429.0	1.33985631857952	specific		specific		eco01501:beta-Lactam resistance,eco02010:ABC transporters,eco02024:Quorum sensing,	[E] ABC-type oligopeptide transport system, ATPase component	ASMO_smoE	32.328	ABC transporter, nucleotide binding/ATPase protein	AAK90109.2	Agrobacterium fabrum str. C58	164.114220832916	0.231331601500682	4.38812657359222	1.14331234488265e-05	8.10995488218315e-05	b1247	0.97	4926969.0	COG4608	4926467	4927471	+	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,		1738314,2651120,2821267,3080404,3301822,3536860,3926486,7009564,8202710,8416911,8801122,9278503,9495761,9593292,10438753,12562820,12620868,15299334,15520470,16352602,16397293,16738553,16905647,17187058,17309111,24561554,		GO:0015031~protein transport,GO:0015833~peptide transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:0000166~nucleotide binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,	Amino acid transport and metabolism [E]
0.708552352472298	K8943_RS23585	oppD	murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppD	2429.0	1.33985631857952	specific		specific		eco01501:beta-Lactam resistance,eco02010:ABC transporters,eco02024:Quorum sensing,	[EP] ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	ASMO_smoE	29.167	ABC transporter, nucleotide binding/ATPase protein	AAK90109.2	Agrobacterium fabrum str. C58	140.365530766509	0.244089524947714	2.90283801660098	0.0036979785302987	0.0162248251762567	b1246	0.979	4925964.0	COG0444	4925457	4926470	+	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,		1738314,2821267,2981814,3080404,3301822,3536860,3926486,6338001,7009564,8202710,8416911,8801122,9278503,9387241,9495761,9593292,10438753,12562820,12620868,15299334,15520470,15690043,15911532,16352602,16397293,16738553,16905647,18824089,24561554,		GO:0015031~protein transport,GO:0015833~peptide transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:0000166~nucleotide binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,	Amino acid transport and metabolism [E]
0.955323882956901	K8943_RS23580	oppC	oligopeptide ABC transporter permease OppC	2429.0	1.33985631857952	specific		specific		eco01501:beta-Lactam resistance,eco02010:ABC transporters,eco02024:Quorum sensing,	[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components						101.645770971354	0.298376373194665	3.20174105184137	0.0013659973205578	0.0066583238379061	b1245	0.982	4924991.0	COG1173	4924537	4925445	+	IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR025966:Oligopeptide transport permease C-like, N-terminal domain,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,			1738314,2821267,2981814,3080404,3301822,3536860,3926486,6338001,7009564,8202710,8416911,8801122,9278503,9387241,9495761,10438753,12562820,12620868,15205426,15299334,15520470,15919996,16120447,16352602,16397293,16738553,16905647,17122336,17309111,26782429,	26782429:In vivo OppC functionality was determined by constructing an OppC gene deletion strain. OppC was shown to be essential for peptide uptake, and non-essential for cell viability,	GO:0015031~protein transport,GO:0015833~peptide transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,		Amino acid transport and metabolism [E]
1.33985631857952	K8943_RS23570	oppA	oligopeptide ABC transporter substrate-binding protein OppA	2429.0	1.33985631857952	specific		opposite	2.119765886761372	eco01501:beta-Lactam resistance,eco02010:ABC transporters,eco02024:Quorum sensing,	[E] ABC-type oligopeptide transport system, periplasmic component						611.707720930679	0.156390892943734	8.5673551276517	1.05888950272077e-17	1.77912955157601e-16	b1243	0.982	4922700.0	COG4166	4921885	4923516	+	IPR000914:Bacterial extracellular solute-binding protein, family 5,IPR023765:Bacterial extracellular solute-binding protein, family 5, conserved site,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,			1478454,1624428,1738314,2015910,2187863,2821267,2981814,3080404,3301822,3511033,3536860,3897225,6338001,6991475,7009564,8202710,8416911,8740179,8801122,9020114,9097039,9188448,9278503,9298646,9387241,9600841,9740056,10806384,10814501,10972807,11591692,15299334,15911532,16112649,16352602,16397293,16410970,16428314,16606699,16738553,17122063,17187058,17250759,17400245,18287020,18312576,18557941,19118352,19909729,20603180,21873635,21983341,24140104,24561554,24580753,26003922,	20603180:the second, putative, interaction site appears to be unnecessary for the regulatory function of GcvB with regard to its oppA target mRNA.,2187863,8740179,9298646,9600841,9740056,10972807:N-terminus verified by Edman degradation on mature peptide,	GO:0006857~oligopeptide transport,GO:0009408~response to heat,GO:0015031~protein transport,GO:0015833~peptide transport,GO:0055085~transmembrane transport,GO:0061077~chaperone-mediated protein folding,	GO:0030288~outer membrane-bounded periplasmic space,GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,	GO:1900750~oligopeptide binding,GO:1904680~peptide transmembrane transporter activity,	Amino acid transport and metabolism [E]
0.831378431049853	K8943_RS23575	oppB	oligopeptide ABC transporter permease OppB	2429.0	1.33985631857952	specific		opposite	1.5631829406843458	eco01501:beta-Lactam resistance,eco02010:ABC transporters,eco02024:Quorum sensing,	[EP] ABC-type dipeptide/oligopeptide/nickel transport systems, permease components						86.8799678351521	0.314515153674115	2.6433652602675	0.0082086429539811	0.0324254736838736	b1244	0.967	4924062.0	COG0601	4923602	4924522	+	IPR000515:Binding-protein-dependent transport systems inner membrane component,	KW-0571~Peptide transport,KW-0653~Protein transport,KW-0813~Transport,			1738314,2187863,2821267,2981814,3080404,3301822,3536860,3926486,6338001,7009564,8202710,8416911,8801122,9278503,9387241,9495761,10438753,12562820,12620868,15205426,15299334,15520470,15919996,16120447,16352602,16397293,16738553,16905647,17309111,		GO:0015031~protein transport,GO:0015833~peptide transport,GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0055052~ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing,		Amino acid transport and metabolism [E]
1.33989742445881	K8943_RS04015	fbaB	class I fructose-bisphosphate aldolase	438.0	1.33989742445881	specific		similar	0.421804078964875	eco00010:Glycolysis / Gluconeogenesis,eco00030:Pentose phosphate pathway,eco00051:Fructose and mannose metabolism,eco00680:Methane metabolism,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,eco01230:Biosynthesis of amino acids,	[G] DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes						134.957913407381	0.237507294992571	5.64150008318998	1.68574958903352e-08	1.65666927267283e-07	b2097	0.979	830164.0	COG1830	829638	830690	-	IPR002915:DeoC/FbaB/ lacD aldolase,IPR013785:Aldolase-type TIM barrel,	KW-0324~Glycolysis,	KW-0704~Schiff base,	KW-0456~Lyase,	348198,417719,1717436,2649077,3281666,4198624,6996735,8485146,9278503,9531482,14526031,15158257,15489429,16397293,16738553,16858726,17224607,18304323,21664227,	9531482:N-terminus verified by Edman degradation on mature peptide,	GO:0006096~glycolytic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,	GO:0003824~catalytic activity,GO:0004332~fructose-bisphosphate aldolase activity,GO:0005515~protein binding,GO:0016829~lyase activity,GO:0042802~identical protein binding,	Carbohydrate transport and metabolism [G]
1.34503543717535	K8943_RS02025	yebF	protein YebF	253.0	1.34503543717535	specific		specific									93.2310979906968	0.3075949284898	4.37274906897545	1.22691717194254e-05	8.68609710466503e-05	b1847	0.983	405032.0		404854	405210	-	IPR020236:Uncharacterised protein family YebF,IPR025603:YebF/Colicin-M immunity protein,				9097040,9278503,11574054,12876315,14594833,15174130,16369539,16397293,16738553,18036138,18287020,	16369539:N-terminus verified by Edman degradation on mature peptide,		GO:0005576~extracellular region,		
1.35024217850531	K8943_RS11750	yiaG	HTH-type transcriptional regulator	1190.0	1.35024217850531	specific		similar	0.4645564587605799		[K] Predicted transcriptional regulator   						26.9336635351015	0.545361154725244	2.47586790295977	0.0132912744390391	0.0489740982159499	b3555	0.996	2467268.0	COG2944	2467123	2467413	+	IPR001387:Helix-turn-helix,IPR010982:Lambda repressor-like, DNA-binding domain,	KW-0804~Transcription,KW-0805~Transcription regulation,		KW-0238~DNA-binding,	2404279,8041620,9278503,11574054,15489429,16397293,16738553,				GO:0003677~DNA binding,	Transcription [K]
1.36586725563312	K8943_RS13650	cds-WP_001296612.1	hypothetical protein	1367.0	1.36586725563312	specific		specific									26.0276035049284	0.52448730243526	2.6041950859272	0.0092090321916935	0.0357954492227234			2865381.0		2865242	2865520	+										
1.37047984357061	K8943_RS12050	kbl	glycine C-acetyltransferase	1221.0	1.37047984357061	similar	0.746571309001295	specific		eco00260:Glycine, serine and threonine metabolism,eco01100:Metabolic pathways,	[H] 7-keto-8-aminopelargonate synthetase and related enzymes 						218.045739634738	0.209614963646337	6.53808210888457	6.23127142233966e-11	7.258535337332401e-10	b3617	0.969	2534746.0	COG0156	2534148	2535344	-	IPR001917:Aminotransferase, class-II, pyridoxal-phosphate binding site,IPR004839:Aminotransferase, class I/classII,IPR011282:2-amino-3-ketobutyrate coenzyme A ligase,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase,		KW-0663~Pyridoxal phosphate,	KW-0012~Acyltransferase,KW-0808~Transferase,	2104756,2820941,3117785,3287333,7748928,8041620,8407827,9278503,11318637,15852340,15911532,16397293,16738553,17146529,18304323,21873635,24561554,	17146529:The condensation process catalysed by 2-amino-3-ketobutyrate ligase (KBL; also known as 2-amino-3-ketobutyrate ligase) involves the loss of the pro-R hydrogen atom of glycine and occurs with the inversion of stereochemistry.,3117785:N-terminus verified by Edman degradation on complete protein,	GO:0006567~threonine catabolic process,GO:0009058~biosynthetic process,GO:0019518~L-threonine catabolic process to glycine,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0003824~catalytic activity,GO:0008890~glycine C-acetyltransferase activity,GO:0016740~transferase activity,GO:0016746~transferase activity, transferring acyl groups,GO:0016874~ligase activity,GO:0030170~pyridoxal phosphate binding,GO:0046872~metal ion binding,	Coenzyme transport and metabolism [H]
0.92750306151424	K8943_RS12045	tdh	L-threonine 3-dehydrogenase	1221.0	1.37047984357061	specific		specific		eco00260:Glycine, serine and threonine metabolism,eco01100:Metabolic pathways,	[ER] Threonine dehydrogenase and related Zn-dependent dehydrogenases						135.172416404601	0.271226102757728	3.41966739957448	0.0006269774279325	0.0033567690194448	b3616	0.952	2533626.0	COG1063	2533113	2534138	-	IPR002328:Alcohol dehydrogenase, zinc-type, conserved site,IPR004627:L-threonine 3-dehydrogenase,IPR011032:GroES-like,IPR013149:Alcohol dehydrogenase, C-terminal,IPR013154:Alcohol dehydrogenase GroES-like,IPR020843:Polyketide synthase, enoylreductase,		KW-0170~Cobalt,KW-0479~Metal-binding,KW-0520~NAD,KW-0862~Zinc,	KW-0560~Oxidoreductase,	33672,2007567,2104757,2647748,2681195,2820941,3056527,3108237,3518793,3531182,6413491,6780553,7748928,8041620,8407827,8519804,9278503,15104539,16397293,16738553,16858726,18304323,22411989,24561554,	22411989:Data show that peptide deformylase, threonine dehydrogenase, and cytosine deaminase are very sensitve to hydrogen peroxide.,2647748:N-terminus verified by Edman degradation on complete protein,	GO:0006564~L-serine biosynthetic process,GO:0006567~threonine catabolic process,GO:0019518~L-threonine catabolic process to glycine,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0008198~ferrous iron binding,GO:0008270~zinc ion binding,GO:0008743~L-threonine 3-dehydrogenase activity,GO:0016491~oxidoreductase activity,GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,GO:0030145~manganese ion binding,GO:0046870~cadmium ion binding,GO:0046872~metal ion binding,	Amino acid transport and metabolism [E]
1.37412398119823	K8943_RS12455	ilvB	acetolactate synthase large subunit	1258.0	1.37412398119823	specific		opposite	5.59917946474428	eco00290:Valine, leucine and isoleucine biosynthesis,eco00650:Butanoate metabolism,eco00660:C5-Branched dibasic acid metabolism,eco00770:Pantothenate and CoA biosynthesis,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01210:2-Oxocarboxylic acid metabolism,eco01230:Biosynthesis of amino acids,	[EH] Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate						25.3833663462114	0.531830067931243	2.58376512359186	0.0097728322734102	0.0377082754419936	b3671	0.969	2617615.0	COG0028	2616771	2618459	-	IPR000399:TPP-binding enzyme, conserved site,IPR011766:Thiamine pyrophosphate enzyme, C-terminal TPP-binding,IPR012000:Thiamine pyrophosphate enzyme, central domain,IPR012001:Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain,IPR012846:Acetolactate synthase, large subunit, biosynthetic,	KW-0028~Amino-acid biosynthesis,KW-0100~Branched-chain amino acid biosynthesis,	KW-0274~FAD,KW-0285~Flavoprotein,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0786~Thiamine pyrophosphate,	KW-0808~Transferase,	340888,340895,340906,370104,391232,1512191,1832150,2250661,2989781,2989782,3011751,3294793,3511034,4569402,4608700,6181375,6292893,6309737,6346263,6350260,6351926,6360995,7009323,7031038,7033214,7686882,9278503,12368244,12627170,12889023,14463257,15380559,15558598,15657047,16164569,16326011,16397293,16606699,16738553,16795146,17012394,17187058,17463081,18193896,21873635,24561554,	16164569:the dephospho-form of enzyme IIA(Ntr) is required for derepression of the ilvBN operon encoding acetohydroxy acid synthase I catalysing the first step common to the biosynthesis of the branched-chain amino acids.,16326011:AHAS I demonstrates cooperative feedback inhibition by valine, kinetics fit closely to an exclusive binding model. Formation of acetolactate by AHAS I is readily reversible & acetolactate can act as substrate for alternative AHAS I-catalyzed reactions.,	GO:0008652~cellular amino acid biosynthetic process,GO:0009082~branched-chain amino acid biosynthetic process,GO:0009097~isoleucine biosynthetic process,GO:0009099~valine biosynthetic process,	GO:0005948~acetolactate synthase complex,	GO:0000287~magnesium ion binding,GO:0003824~catalytic activity,GO:0003984~acetolactate synthase activity,GO:0005515~protein binding,GO:0016740~transferase activity,GO:0030976~thiamine pyrophosphate binding,GO:0046872~metal ion binding,GO:0050660~flavin adenine dinucleotide binding,	Amino acid transport and metabolism [E]
