log2FoldChange	locus_tag	geneID	product	Operon	max_L2FC_per_operon	L2FC_SQvsLac	L2FC_SQvsLac_AbsDiff	L2FC_NissleVsK12	L2FC_NissleVsK12_AbsDiff	KEGG_PATHWAY	Function_COG	baseMean	lfcSE	stat	pvalue	padj	locus_tag_k12	midpoint	COGgene	PosLeft	postRight	Strand	INTERPRO	UP_KW_BIOLOGICAL_PROCESS	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	PUBMED_ID	GENERIF_SUMMARY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	Category_COG
-4.43221830464153	b2210	mqo	malate:quinone oxidoreductase	1244.0	-4.43221830464153	similar	3.5658690501466546	specific		eco00020:Citrate cycle (TCA cycle),eco00620:Pyruvate metabolism,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01120:Microbial metabolism in diverse environments,eco01200:Carbon metabolism,	[R] Predicted dehydrogenase    	150.204087594549	0.408365912216163	-10.8535462242387	1.91835012255869e-27	7.299203799661601e-26	b2210	2305931.0	COG0579	2305108.0	2306754.0	-	IPR006231:Malate:quinone-oxidoreductase,	KW-0816~Tricarboxylic acid cycle,	KW-0274~FAD,KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,	358983,368072,9097040,9278503,10809701,11092847,11544226,11566977,15004283,16397293,16738553,16820466,16937252,18304323,21873635,		GO:0006099~tricarboxylic acid cycle,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0009898~cytoplasmic side of plasma membrane,	GO:0008924~malate dehydrogenase (quinone) activity,GO:0016491~oxidoreductase activity,GO:0050660~flavin adenine dinucleotide binding,GO:0052589~malate dehydrogenase (menaquinone) activity,	General function prediction only [R]
-4.22505548354605	b3671	ilvB	acetohydroxy acid synthase I subunit IlvB	1990.0	-4.22505548354605	specific		opposite	5.59917946474428	eco00290:Valine, leucine and isoleucine biosynthesis,eco00650:Butanoate metabolism,eco00660:C5-Branched dibasic acid metabolism,eco00770:Pantothenate and CoA biosynthesis,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01210:2-Oxocarboxylic acid metabolism,eco01230:Biosynthesis of amino acids,	[EH] Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate	843.53440497548	0.237809452214823	-17.7665582431491	1.28326544921808e-70	3.0423262419154702e-68	b3671	3851940.0	COG0028	3851096.0	3852784.0	-	IPR000399:TPP-binding enzyme, conserved site,IPR011766:Thiamine pyrophosphate enzyme, C-terminal TPP-binding,IPR012000:Thiamine pyrophosphate enzyme, central domain,IPR012001:Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain,IPR012846:Acetolactate synthase, large subunit, biosynthetic,	KW-0028~Amino-acid biosynthesis,KW-0100~Branched-chain amino acid biosynthesis,	KW-0274~FAD,KW-0285~Flavoprotein,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0786~Thiamine pyrophosphate,	KW-0808~Transferase,	340888,340895,340906,370104,391232,1512191,1832150,2250661,2989781,2989782,3011751,3294793,3511034,4569402,4608700,6181375,6292893,6309737,6346263,6350260,6351926,6360995,7009323,7031038,7033214,7686882,9278503,12368244,12627170,12889023,14463257,15380559,15558598,15657047,16164569,16326011,16397293,16606699,16738553,16795146,17012394,17187058,17463081,18193896,21873635,24561554,	16164569:the dephospho-form of enzyme IIA(Ntr) is required for derepression of the ilvBN operon encoding acetohydroxy acid synthase I catalysing the first step common to the biosynthesis of the branched-chain amino acids.,16326011:AHAS I demonstrates cooperative feedback inhibition by valine, kinetics fit closely to an exclusive binding model. Formation of acetolactate by AHAS I is readily reversible & acetolactate can act as substrate for alternative AHAS I-catalyzed reactions.,	GO:0008652~cellular amino acid biosynthetic process,GO:0009082~branched-chain amino acid biosynthetic process,GO:0009097~isoleucine biosynthetic process,GO:0009099~valine biosynthetic process,	GO:0005948~acetolactate synthase complex,	GO:0000287~magnesium ion binding,GO:0003824~catalytic activity,GO:0003984~acetolactate synthase activity,GO:0005515~protein binding,GO:0016740~transferase activity,GO:0030976~thiamine pyrophosphate binding,GO:0046872~metal ion binding,GO:0050660~flavin adenine dinucleotide binding,	Amino acid transport and metabolism [E]
-4.07847317632	b3670	ilvN	acetohydroxy acid synthase I subunit IlvN	1990.0	-4.22505548354605	opposite	5.24072004553728	specific		eco00290:Valine, leucine and isoleucine biosynthesis,eco00650:Butanoate metabolism,eco00660:C5-Branched dibasic acid metabolism,eco00770:Pantothenate and CoA biosynthesis,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01210:2-Oxocarboxylic acid metabolism,eco01230:Biosynthesis of amino acids,	[E] Acetolactate synthase, small (regulatory) subunit 	134.593909149837	0.516254628242605	-7.90011934653957	2.7863650641293106e-15	5.57634878418607e-14	b3670	3850947.0	COG0440	3850802.0	3851092.0	-	IPR002912:ACT domain,IPR004789:Acetolactate synthase, small subunit,	KW-0028~Amino-acid biosynthesis,KW-0100~Branched-chain amino acid biosynthesis,		KW-0808~Transferase,	340888,370104,1512191,1832150,2250661,2989781,2989782,3011751,3294793,3301805,3511034,4608700,6181375,6292893,6351926,6360995,7009323,7033214,7686882,9278503,12889023,14463257,15380559,15558598,15657047,16164569,16326011,16397293,16606699,16738553,16795146,16987805,17463081,18193896,21873635,24561554,30887800,	16164569:the dephospho-form of enzyme IIA(Ntr) is required for derepression of the ilvBN operon encoding acetohydroxy acid synthase I catalysing the first step common to the biosynthesis of the branched-chain amino acids.,16326011:AHAS I demonstrates cooperative feedback inhibition by valine, kinetics fit closely to an exclusive binding model. Formation of acetolactate by AHAS I is readily reversible & acetolactate can act as substrate for alternative AHAS I-catalyzed reactions.,30887800:The structural and biophysical data indicate the molecular basis for differential binding of the ligands to acetohydroxy acid synthase I subunit IlvN (IlvN).,	GO:0008652~cellular amino acid biosynthetic process,GO:0009082~branched-chain amino acid biosynthetic process,GO:0009097~isoleucine biosynthetic process,GO:0009099~valine biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005948~acetolactate synthase complex,	GO:0003984~acetolactate synthase activity,GO:0005515~protein binding,GO:0016740~transferase activity,GO:1990610~acetolactate synthase regulator activity,	Amino acid transport and metabolism [E]
-3.76710897823064	b3668	uhpB	sensory histidine kinase UhpB	1990.0	-4.22505548354605	specific		specific		eco02020:Two-component system,	[T] Signal transduction histidine kinase, glucose-6-phosphate specific	66.7164921808842	0.528998240544287	-7.12121267994134	1.06981559166593e-12	1.81163277665626e-11	b3668	3849385.0	COG3851	3848634.0	3850136.0	-	IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR005467:Signal transduction histidine kinase, core,IPR007895:MASE1,IPR011712:Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain,	KW-0902~Two-component regulatory system,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-0418~Kinase,KW-0808~Transferase,KW-0904~Protein phosphatase,	1569007,1569008,3038843,3042748,3301805,7596290,7686882,8144492,8349544,9278503,11053370,11325944,11739766,12107138,12366850,12876315,12897016,12914674,15174130,15919996,16397293,16738553,17463081,		GO:0000160~phosphorelay signal transduction system,GO:0007165~signal transduction,GO:0016310~phosphorylation,GO:0018106~peptidyl-histidine phosphorylation,GO:0046777~protein autophosphorylation,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0000155~phosphorelay sensor kinase activity,GO:0000166~nucleotide binding,GO:0004673~protein histidine kinase activity,GO:0004721~phosphoprotein phosphatase activity,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0016787~hydrolase activity,GO:0046983~protein dimerization activity,	Signal transduction mechanisms [T]
-3.74868338273985	b3669	uhpA	DNA-binding transcriptional activator UhpA	1990.0	-4.22505548354605	specific		specific		eco02020:Two-component system,	[TK] Response regulator containing a CheY-like receiver	167.526339480826	0.389923912355127	-9.6138843091154	6.98625994449394e-22	2.15316531489303e-20	b3669	3850431.0	COG2197	3850136.0	3850726.0	-	IPR000792:Transcription regulator LuxR, C-terminal,IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,IPR016032:Signal transduction response regulator, C-terminal effector,	KW-0804~Transcription,KW-0805~Transcription regulation,KW-0902~Two-component regulatory system,		KW-0010~Activator,KW-0238~DNA-binding,	1482126,1569007,1569008,2157156,3038843,3042748,3301805,6309737,6350260,7596290,7686882,7699720,8098993,8144492,8999880,9220010,9278503,10512697,10572130,10913075,10966457,11053370,11325944,11739766,11782500,11976297,12107138,12366850,12618449,12897016,12936984,16397293,16606699,16738553,17463081,24561554,29093108,	29093108:Fosfomycin resistant E. coli mutants containing a nonsense mutation in DNA-binding transcriptional activator UhpA (uhpA) have reduced growth on minimal medium supplemented with glucose-6-phosphate. The expression of hexose-6-phosphate:phosphate antiporter (uhpT) is not inducible in the strain with the uhpA mutation.,8999880:N-terminus verified by Edman degradation on complete protein,	GO:0000160~phosphorelay signal transduction system,GO:0006355~regulation of transcription, DNA-templated,	GO:0005737~cytoplasm,	GO:0003677~DNA binding,	Signal transduction mechanisms [T]
-2.87288765617376	b3992	thiF	sulfur carrier protein ThiS adenylyltransferase	2147.0	-4.12491513697157	specific		similar	1.2224241139209502	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,eco04122:Sulfur relay system,	[H] Dinucleotide-utilizing enzymes involved in molybdopterin and	387.564346813822	0.233386146562862	-12.3095894871376	8.04312435453367e-35	4.59053875197644e-33	b3992	4193198.0	COG0476	4192821.0	4193576.0	-	IPR000594:UBA/THIF-type NAD/FAD binding fold,IPR012731:Thiazole biosynthesis adenylyltransferase ThiF,	KW-0784~Thiamine biosynthesis,	KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0548~Nucleotidyltransferase,KW-0808~Transferase,	8265357,8432721,9278503,9632726,10082377,10382260,10508664,11438688,11527707,15896804,16112649,16388576,16397293,16738553,17403671,18304323,21873635,24561554,	15896804:crystal structures of ThiF, alone and in complex with ATP,	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,GO:0018117~protein adenylylation,GO:0052837~thiazole biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:1902503~adenylyltransferase complex,GO:1990228~sulfurtransferase complex,	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0004792~thiosulfate sulfurtransferase activity,GO:0005524~ATP binding,GO:0008146~sulfotransferase activity,GO:0008270~zinc ion binding,GO:0008641~small protein activating enzyme activity,GO:0016740~transferase activity,GO:0016779~nucleotidyltransferase activity,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0070733~protein adenylyltransferase activity,	Coenzyme transport and metabolism [H]
-2.10763788327885	b3990	thiH	2-iminoacetate synthase	2147.0	-4.12491513697157	specific		similar	1.4403322561108998	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[HR] Thiamine biosynthesis enzyme ThiH and related	541.97414491487	0.195677818048031	-10.7709596534928	4.72054971208436e-27	1.75285954369205e-25	b3990	4191302.0	COG1060	4190735.0	4191868.0	-	IPR007197:Radical SAM,IPR010722:Biotin/thiamin synthesis-associated protein,IPR012726:Thiazole biosynthesis ThiH,IPR013785:Aldolase-type TIM barrel,	KW-0784~Thiamine biosynthesis,	KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0521~NADP,KW-0949~S-adenosyl-L-methionine,	KW-0456~Lyase,	341993,356892,375977,4562671,6452875,6998471,8265357,8432721,9278503,10082377,10382260,11222759,11514505,11527707,11967071,12650933,14757766,15271986,16397293,16606699,16738553,16849790,17403671,17969213,19923213,	17403671:Results describe the substrates and purified proteins required for Escherichia coli thiazole synthase subunits ThiG and ThiH in vitro.,	GO:0006974~cellular response to DNA damage stimulus,GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,GO:0018130~heterocycle biosynthetic process,GO:0042364~water-soluble vitamin biosynthetic process,GO:0044271~cellular nitrogen compound biosynthetic process,GO:0044272~sulfur compound biosynthetic process,GO:1901362~organic cyclic compound biosynthetic process,GO:1901566~organonitrogen compound biosynthetic process,	GO:1902508~2-iminoacetate synthase complex,	GO:0003824~catalytic activity,GO:0005506~iron ion binding,GO:0005515~protein binding,GO:0016829~lyase activity,GO:0036355~2-iminoacetate synthase activity,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Coenzyme transport and metabolism [H]
-2.7326870703423	b3991	thiG	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase	2147.0	-4.12491513697157	specific		similar	1.5037301778199903	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[H] Uncharacterized enzyme of thiazole biosynthesis 	372.316963940542	0.226446184917654	-12.0677107955518	1.5642535960456498e-33	8.17123658137745e-32	b3991	4192250.0	COG2022	4191865.0	4192635.0	-	IPR008867:Thiazole biosynthesis,IPR013785:Aldolase-type TIM barrel,	KW-0784~Thiamine biosynthesis,	KW-0704~Schiff base,	KW-0808~Transferase,	341993,356892,375977,6452875,6998471,8265357,8432721,9278503,10082377,10382260,11527707,12650933,14757766,15690043,15911532,16397293,16738553,17403671,17969213,18304323,19402753,19923213,	17403671:Results describe the substrates and purified proteins required for Escherichia coli thiazole synthase subunits ThiG and ThiH in vitro.,	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:1902508~2-iminoacetate synthase complex,	GO:0005515~protein binding,GO:0016740~transferase activity,GO:0016783~sulfurtransferase activity,GO:1990107~thiazole synthase activity,	Coenzyme transport and metabolism [H]
-3.35733393260544	b3993	thiE	thiamine phosphate synthase	2147.0	-4.12491513697157	specific		similar	1.1348063509023096	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[H] Thiamine monophosphate synthase   	417.03163066798	0.243685592617349	-13.7773181276143	3.48997988552678e-43	3.07317657348387e-41	b3993	4193886.0	COG0352	4193569.0	4194204.0	-	IPR013785:Aldolase-type TIM barrel,IPR022998:Thiamin phosphate synthase superfamily,	KW-0784~Thiamine biosynthesis,	KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0808~Transferase,	374983,4580841,8265357,8432721,9278503,10082377,10382260,11527707,15292217,16397293,16738553,18178222,21873635,		GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,	GO:0005737~cytoplasm,	GO:0000287~magnesium ion binding,GO:0004789~thiamine-phosphate diphosphorylase activity,GO:0016740~transferase activity,GO:0046872~metal ion binding,	Coenzyme transport and metabolism [H]
-3.28687624862225	b4407	thiS	sulfur carrier protein ThiS	2147.0	-4.12491513697157	specific		similar	0.69022261059109	eco04122:Sulfur relay system,	[H] Sulfur transfer protein involved in thiamine	85.2706816999233	0.460995793403874	-7.12994846298444	1.0040651512286e-12	1.70968441772737e-11	b4407	4192737.0	COG2104	4192637.0	4192837.0	-	IPR003749:ThiamineS/Molybdopterin converting factor subunit 1,IPR010035:ThiS, thiamine-biosynthesis,IPR012675:Beta-grasp domain,IPR016155:Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp,	KW-0784~Thiamine biosynthesis,	KW-0547~Nucleotide-binding,		8265357,8432721,9278503,9632726,10082377,10082383,10382260,10508664,11135670,11527707,16388576,16397293,16738553,17403671,25721662,	25721662:ThiS, an ubiquitin-like protein, is covalently attached to delta(32) and at least 27 other proteins, leading to their subsequent degradation by proteases, in a similar manner to the ubiquitin-proteasome system (UPS) in eukaryotes.,	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,GO:0018117~protein adenylylation,GO:0052837~thiazole biosynthetic process,	GO:1902503~adenylyltransferase complex,GO:1990228~sulfurtransferase complex,	GO:0000166~nucleotide binding,GO:0097163~sulfur carrier activity,	Coenzyme transport and metabolism [H]
-4.12491513697157	b3994	thiC	phosphomethylpyrimidine synthase	2147.0	-4.12491513697157	similar	3.673262090056596	similar	0.25183787605663	eco00730:Thiamine metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[H] Thiamine biosynthesis protein ThiC  	1559.98412403989	0.182961968620871	-22.5452052580343	1.49648462128524e-112	6.5888080040016e-110	b3994	4195152.0	COG0422	4194204.0	4196099.0	-	IPR002817:Thiamine biosynthesis protein ThiC,IPR025747:ThiC-associated domain,	KW-0784~Thiamine biosynthesis,	KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0862~Zinc,KW-0949~S-adenosyl-L-methionine,	KW-0456~Lyase,	8265357,8432721,9278503,10082377,10382260,11470904,11527707,12368244,12410317,12627170,15292217,15326535,16356850,16397293,16738553,16820464,17355861,18304323,18686975,19309314,21873635,28071751,31081713,	28071751:The ThiC riboswitch controls transcription and translation.The thiC riboswitch directly controls translation initiation.,31081713:we show that a hairpin structure in the Escherichia coli thiamin pyrophosphate (TPP) thiC riboswitch is involved in transcriptional pausing and ligand sensitivity. Using in vitro transcription kinetic experiments, we show that all three major transcriptional pauses in the thiC riboswitch are affected by NusA, a transcriptional factor known to stimulate hairpin-stabilized pauses,	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,	GO:0005829~cytosol,	GO:0008270~zinc ion binding,GO:0016829~lyase activity,GO:0016830~carbon-carbon lyase activity,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Coenzyme transport and metabolism [H]
-3.94299671417116	b3829	metE	cobalamin-independent homocysteine transmethylase	2068.0	-3.94299671417116	opposite	4.45900451093995	similar	0.8749907631590701	eco00270:Cysteine and methionine metabolism,eco00450:Selenocompound metabolism,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01230:Biosynthesis of amino acids,	[E] Methionine synthase II (cobalamin-independent)  	2079.16871067419	0.179399524768781	-21.9788581895804	4.58857469490682e-107	1.76774840121285e-104	b3829	4014184.0	COG0620	4013053.0	4015314.0	+	IPR002629:Methionine synthase, vitamin-B12 independent,IPR006276:Cobalamin-independent methionine synthase,IPR013215:Cobalamin (vitamin B12)-independent methionine synthase MetE, N-terminal,	KW-0028~Amino-acid biosynthesis,KW-0486~Methionine biosynthesis,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0489~Methyltransferase,KW-0808~Transferase,	1339288,1379743,1943695,2543976,2643109,2656646,2830470,2988449,3293911,3294419,4904482,4947102,5319971,5319972,8346018,8572314,8823155,8955301,9278503,9298646,10625458,10754234,10986259,11170420,12057966,12368244,12627170,15502870,15630480,15716358,16397293,16606699,16618097,16618098,16738553,16820464,17187058,18304323,19286805,22262097,24123739,24561554,	1339288,9298646:N-terminus verified by Edman degradation on mature peptide,15502870:MetE is one of the proteins in E. coli most susceptible to oxidation,22262097:The metE promoter is responsible for the reconstitution of MetE overexpression in GroE-depleted cells.,24123739:Authors demonstrate improved Escherichia coli growth in the presence of acetate or at elevated temperatures solely due to mutations in the MetE enzyme.,	GO:0008652~cellular amino acid biosynthetic process,GO:0009086~methionine biosynthetic process,GO:0032259~methylation,GO:0035999~tetrahydrofolate interconversion,GO:0050667~homocysteine metabolic process,	GO:0005829~cytosol,	GO:0003871~5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,GO:0005515~protein binding,GO:0008168~methyltransferase activity,GO:0008270~zinc ion binding,GO:0008705~methionine synthase activity,GO:0016740~transferase activity,GO:0046872~metal ion binding,	Amino acid transport and metabolism [E]
-3.93528755080838	b2600	tyrA	fused chorismate mutase/prephenate dehydrogenase	1448.0	-3.93528755080838	similar	1.28216315792474	similar	1.72848613401679	eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis,eco00401:Novobiocin biosynthesis,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01230:Biosynthesis of amino acids,	[E] Chorismate mutase    	158.227885994841	0.329828975649443	-11.931297252037	8.12966185508098e-33	4.04122868344509e-31	b2600	2739508.0	COG1605	2738948.0	2740069.0	-	IPR002701:Chorismate mutase,IPR003099:Prephenate dehydrogenase,IPR008244:Bifunctional chorismate mutase/prephenate dehydrogenase T-protein,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR011277:Chorismate mutase, T-protein,	KW-0028~Amino-acid biosynthesis,KW-0057~Aromatic amino acid biosynthesis,KW-0827~Tyrosine biosynthesis,	KW-0520~NAD,	KW-0413~Isomerase,KW-0511~Multifunctional enzyme,KW-0560~Oxidoreductase,	2857723,3308859,4397929,4552899,4929151,4929152,5326114,6338013,6395895,6396419,6809460,7044424,9278503,9579078,12581215,15574334,16269762,16397293,16738553,16820464,16986629,17012394,17187058,17216463,17221195,17366475,18069696,21873635,		GO:0006571~tyrosine biosynthetic process,GO:0008152~metabolic process,GO:0008652~cellular amino acid biosynthetic process,GO:0009073~aromatic amino acid family biosynthetic process,GO:0009094~L-phenylalanine biosynthetic process,GO:0019752~carboxylic acid metabolic process,GO:0046417~chorismate metabolic process,	GO:0005737~cytoplasm,	GO:0003824~catalytic activity,GO:0004106~chorismate mutase activity,GO:0004665~prephenate dehydrogenase (NADP+) activity,GO:0008977~prephenate dehydrogenase (NAD+) activity,GO:0016491~oxidoreductase activity,GO:0016853~isomerase activity,GO:0042803~protein homodimerization activity,GO:0070403~NAD+ binding,	Amino acid transport and metabolism [E]
-2.9827319202974	b2601	aroF	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive	1448.0	-3.93528755080838	similar	0.9605878192069296	similar	3.3845325636261205	eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis,eco01100:Metabolic pathways,eco01110:Biosynthesis of secondary metabolites,eco01230:Biosynthesis of amino acids,eco02024:Quorum sensing,	[E] 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase  	175.205198014017	0.276280197242979	-10.7960394920168	3.59372565181044e-27	1.35071493400973e-25	b2601	2740615.0	COG0722	2740080.0	2741150.0	-	IPR006218:DAHP synthetase I/KDSA,IPR006219:DHAP synthase, class 1,IPR013785:Aldolase-type TIM barrel,	KW-0028~Amino-acid biosynthesis,KW-0057~Aromatic amino acid biosynthesis,		KW-0808~Transferase,	9387,1497310,1682314,1970560,1977738,2656411,2857723,2903857,3041242,3294794,4860915,4905534,5335890,6104668,6146618,6228547,6317654,6396419,6782075,9056491,9278503,11444986,11506923,11603966,11847568,12368244,12402320,12627170,14524706,15326172,15575692,15837321,16397293,16474175,16563755,16738553,16828913,16986629,17187058,21873635,24561554,		GO:0008652~cellular amino acid biosynthetic process,GO:0009058~biosynthetic process,GO:0009073~aromatic amino acid family biosynthetic process,GO:0009423~chorismate biosynthetic process,	GO:0005737~cytoplasm,	GO:0003849~3-deoxy-7-phosphoheptulonate synthase activity,GO:0016740~transferase activity,GO:0042802~identical protein binding,	Amino acid transport and metabolism [E]
-3.75473491371787	b0775	bioB	biotin synthase	413.0	-3.75473491371787	specific		specific		eco00780:Biotin metabolism,eco01100:Metabolic pathways,eco01240:Biosynthesis of cofactors,	[H] Biotin synthase and related enzymes 	24.2256750685451	0.956470675269113	-3.92561425122776	8.65086965315359e-05	0.0005269166061466	b0775	809864.0	COG0502	809344.0	810384.0	+	IPR002684:Biotin synthase/Biotin biosynthesis bifunctional protein BioAB,IPR006638:Elongator protein 3/MiaB/NifB,IPR007197:Radical SAM,IPR010722:Biotin/thiamin synthesis-associated protein,IPR013785:Aldolase-type TIM barrel,IPR024177:Biotin synthase,	KW-0093~Biotin biosynthesis,	KW-0001~2Fe-2S,KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0949~S-adenosyl-L-methionine,	KW-0808~Transferase,	366433,1297752,1369072,1659455,3058702,3893283,4318449,4559599,4598072,4921685,5246560,6177001,6211395,6292053,6453741,6782078,7642583,7763776,7766016,8076639,8142361,8579371,9278503,9305972,9494071,9862460,9920791,10508664,10682863,10747808,10785391,10788513,11222759,11444981,11444982,11686925,11834738,11862544,12119030,12148999,12372623,12440894,12471501,12475249,12482614,12614166,12824504,12873140,14704425,14967041,14967042,15278785,15581586,15610037,15850974,15850983,15883881,15911379,16042606,16218869,16397293,16533066,16738553,16820464,16981206,17014080,17115711,17187058,17936058,18022560,18155152,18690713,19199517,19245793,19328201,19821612,21859080,21873635,24561554,	17014080:mutants of highly conserved residues from the Y(150)NHNLD motif are inactive & are also unable to cleave AdoMet and to produce the deoxyadenosyl radical (AdoCH(2)(*)).,18155152:It is proposed that the [2Fe-2S]2+ cluster of biotin synthase is both the sulfur-donating substrate and the sulfur-oxidizing cofactor, but each round of catalysis generates an inactive enzyme in which this cluster has been destroyed.,19199517:Asparagine 153 and aspartate 155 of bioB are important for retaining intermediates during the catalytic cycle.,19245793:mutations in the conserved YNHNLD sequence of Escherichia coli BioB affect the formation and stability of the [4Fe-4S](1+) cluster on reduction with dithionite and report the observation of a new [2Fe-2S](1+) cluster.,21859080:In biotin synthase, abstraction of a hydrogen atom from the C9 methyl group of dethiobiotin results in formation of a dethiobiotinyl methylene carbon radical, which is quenched by a sulfur atom to form a new carbon-sulfur bond in 9-mercaptodethiobiotin.,	GO:0009102~biotin biosynthetic process,GO:0018130~heterocycle biosynthetic process,GO:0042364~water-soluble vitamin biosynthetic process,GO:0044271~cellular nitrogen compound biosynthetic process,GO:0044272~sulfur compound biosynthetic process,GO:1901362~organic cyclic compound biosynthetic process,GO:1901566~organonitrogen compound biosynthetic process,		GO:0003824~catalytic activity,GO:0004076~biotin synthase activity,GO:0005506~iron ion binding,GO:0005515~protein binding,GO:0016740~transferase activity,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	Coenzyme transport and metabolism [H]
